EB_level,final_action_dates,visa_bulletin_date,raw_value,status,visa_wait_time
3,2016-01-15,2017-11-01 00:00:00,15JAN16,F,1.7960301163586585
4,2017-11-01,2017-11-01 00:00:00,C,C,0.0
1,2017-10-01,2017-10-01 00:00:00,C,C,0.0
2,2017-10-01,2017-10-01 00:00:00,C,C,0.0
3,2015-12-01,2017-10-01 00:00:00,01DEC15,F,1.834360027378508
4,2017-10-01,2017-10-01 00:00:00,C,C,0.0
3,2015-11-01,2017-09-01 00:00:00,01NOV15,F,1.834360027378508
4,2017-09-01,2017-09-01 00:00:00,C,C,0.0
2,2016-01-01,2017-09-01 00:00:00,01JAN16,F,1.6673511293634498
1,2017-09-01,2017-09-01 00:00:00,C,C,0.0
1,2017-08-01,2017-08-01 00:00:00,C,C,0.0
3,2015-06-01,2017-08-01 00:00:00,01JUN15,F,2.1683778234086244
4,2017-08-01,2017-08-01 00:00:00,C,C,0.0
2,2015-04-01,2017-08-01 00:00:00,01APR15,F,2.3353867214236823
1,2017-07-01,2017-07-01 00:00:00,C,C,0.0
2,2017-07-01,2017-07-01 00:00:00,C,C,0.0
3,2014-05-15,2017-07-01 00:00:00,15MAY14,F,3.1293634496919918
4,2017-07-01,2017-07-01 00:00:00,C,C,0.0
1,2017-06-01,2017-06-01 00:00:00,C,C,0.0
2,2017-06-01,2017-06-01 00:00:00,C,C,0.0
3,2013-05-01,2017-06-01 00:00:00,01MAY13,F,4.084873374401095
4,2017-06-01,2017-06-01 00:00:00,C,C,0.0
2,2017-05-01,2017-05-01 00:00:00,C,C,0.0
4,2017-05-01,2017-05-01 00:00:00,C,C,0.0
1,2017-05-01,2017-05-01 00:00:00,C,C,0.0
3,2013-01-01,2017-05-01 00:00:00,01JAN13,F,4.328542094455853
1,2017-04-01,2017-04-01 00:00:00,C,C,0.0
2,2017-04-01,2017-04-01 00:00:00,C,C,0.0
3,2012-09-15,2017-04-01 00:00:00,15SEP12,F,4.542094455852156
4,2017-04-01,2017-04-01 00:00:00,C,C,0.0
1,2017-03-01,2017-03-01 00:00:00,C,C,0.0
2,2017-03-01,2017-03-01 00:00:00,C,C,0.0
3,2012-03-15,2017-03-01 00:00:00,15MAR12,F,4.960985626283367
4,2017-03-01,2017-03-01 00:00:00,C,C,0.0
1,2017-02-01,2017-02-01 00:00:00,C,C,0.0
2,2017-02-01,2017-02-01 00:00:00,C,C,0.0
3,2011-10-15,2017-02-01 00:00:00,15OCT11,F,5.300479123887748
4,2017-02-01,2017-02-01 00:00:00,C,C,0.0
3,2011-07-22,2017-01-01 00:00:00,22JUL11,F,5.448323066392882
4,2017-01-01,2017-01-01 00:00:00,C,C,0.0
2,2017-01-01,2017-01-01 00:00:00,C,C,0.0
1,2017-01-01,2017-01-01 00:00:00,C,C,0.0
1,2016-12-01,2016-12-01 00:00:00,C,C,0.0
2,2016-12-01,2016-12-01 00:00:00,C,C,0.0
3,2011-06-01,2016-12-01 00:00:00,01JUN11,F,5.503080082135524
4,2016-12-01,2016-12-01 00:00:00,C,C,0.0
1,2016-11-01,2016-11-01 00:00:00,C,C,0.0
2,2016-11-01,2016-11-01 00:00:00,C,C,0.0
3,2011-04-01,2016-11-01 00:00:00,01APR11,F,5.587953456536619
4,2016-11-01,2016-11-01 00:00:00,C,C,0.0
1,2016-10-01,2016-10-01 00:00:00,C,C,0.0
2,2016-10-01,2016-10-01 00:00:00,C,C,0.0
3,2010-12-01,2016-10-01 00:00:00,01DEC10,F,5.834360027378508
4,2016-10-01,2016-10-01 00:00:00,C,C,0.0
4,2016-09-01,2016-09-01 00:00:00,C,C,0.0
3,2010-07-01,2016-09-01 00:00:00,01JUL10,F,6.1711156741957565
2,2014-02-01,2016-09-01 00:00:00,01FEB14,F,2.5817932922655715
1,2016-09-01,2016-09-01 00:00:00,C,C,0.0
1,2016-08-01,2016-08-01 00:00:00,C,C,0.0
2,2014-02-01,2016-08-01 00:00:00,01FEB14,F,2.4969199178644765
3,2009-05-15,2016-08-01 00:00:00,15MAY09,F,7.214236824093087
4,2016-08-01,2016-08-01 00:00:00,C,C,0.0
1,2016-07-01,2016-07-01 00:00:00,C,C,0.0
2,2016-07-01,2016-07-01 00:00:00,C,C,0.0
3,2009-02-15,2016-07-01 00:00:00,15FEB09,F,7.3730321697467485
4,2016-07-01,2016-07-01 00:00:00,C,C,0.0
1,2016-06-01,2016-06-01 00:00:00,C,C,0.0
2,2016-06-01,2016-06-01 00:00:00,C,C,0.0
3,2008-11-01,2016-06-01 00:00:00,01NOV08,F,7.581108829568788
4,2016-06-01,2016-06-01 00:00:00,C,C,0.0
4,2016-05-01,2016-05-01 00:00:00,C,C,0.0
3,2008-08-08,2016-05-01 00:00:00,08AUG08,F,7.728952772073922
2,2016-05-01,2016-05-01 00:00:00,C,C,0.0
1,2016-05-01,2016-05-01 00:00:00,C,C,0.0
1,2016-04-01,2016-04-01 00:00:00,C,C,0.0
4,2016-04-01,2016-04-01 00:00:00,C,C,0.0
2,2016-04-01,2016-04-01 00:00:00,C,C,0.0
3,2008-05-01,2016-04-01 00:00:00,01MAY08,F,7.917864476386037
2,2016-03-01,2016-03-01 00:00:00,C,C,0.0
3,2008-03-15,2016-03-01 00:00:00,15MAR08,F,7.96167008898015
4,2016-03-01,2016-03-01 00:00:00,C,C,0.0
1,2016-03-01,2016-03-01 00:00:00,C,C,0.0
1,2016-02-01,2016-02-01 00:00:00,C,C,0.0
2,2016-02-01,2016-02-01 00:00:00,C,C,0.0
3,2008-01-08,2016-02-01 00:00:00,08JAN08,F,8.06570841889117
4,2016-02-01,2016-02-01 00:00:00,C,C,0.0
1,2015-11-01,2015-11-01 00:00:00,C,C,0.0
2,2015-11-01,2015-11-01 00:00:00,C,C,0.0
3,2007-06-15,2015-11-01 00:00:00,15JUN07,F,8.380561259411362
4,2015-11-01,2015-11-01 00:00:00,C,C,0.0
4,2015-10-01,2015-10-01 00:00:00,C,C,0.0
3,2007-01-01,2015-10-01 00:00:00,01JAN07,F,8.747433264887064
2,2015-10-01,2015-10-01 00:00:00,C,C,0.0
1,2015-10-01,2015-10-01 00:00:00,C,C,0.0
1,2015-09-01,2015-09-01 00:00:00,C,C,0.0
2,2015-09-01,2015-09-01 00:00:00,C,C,0.0
3,2004-12-22,2015-09-01 00:00:00,22DEC04,F,10.691307323750856
4,2015-09-01,2015-09-01 00:00:00,C,C,0.0
1,2015-08-01,2015-08-01 00:00:00,C,C,0.0
2,2015-08-01,2015-08-01 00:00:00,C,C,0.0
3,2004-06-01,2015-08-01 00:00:00,01JUN04,F,11.16495550992471
4,2015-08-01,2015-08-01 00:00:00,C,C,0.0
1,2015-07-01,2015-07-01 00:00:00,C,C,0.0
2,2015-07-01,2015-07-01 00:00:00,C,C,0.0
3,,2015-07-01 00:00:00,U,U,
4,2015-07-01,2015-07-01 00:00:00,C,C,0.0
3,2005-01-01,2015-06-01 00:00:00,01JAN05,F,10.412046543463381
4,2015-06-01,2015-06-01 00:00:00,C,C,0.0
1,2015-06-01,2015-06-01 00:00:00,C,C,0.0
2,2015-06-01,2015-06-01 00:00:00,C,C,0.0
2,2015-05-01,2015-05-01 00:00:00,C,C,0.0
3,2007-07-01,2015-05-01 00:00:00,01JUL07,F,7.832991101984942
4,2015-05-01,2015-05-01 00:00:00,C,C,0.0
1,2015-05-01,2015-05-01 00:00:00,C,C,0.0
1,2015-04-01,2015-04-01 00:00:00,C,C,0.0
2,2015-04-01,2015-04-01 00:00:00,C,C,0.0
3,2014-10-01,2015-04-01 00:00:00,01OCT14,F,0.49828884325804246
4,2015-04-01,2015-04-01 00:00:00,C,C,0.0
1,2015-03-01,2015-03-01 00:00:00,C,C,0.0
2,2015-03-01,2015-03-01 00:00:00,C,C,0.0
3,2014-06-01,2015-03-01 00:00:00,01JUN14,F,0.7474332648870636
4,2015-03-01,2015-03-01 00:00:00,C,C,0.0
3,2014-01-01,2015-02-01 00:00:00,01JAN14,F,1.0841889117043122
4,2015-02-01,2015-02-01 00:00:00,C,C,0.0
1,2015-02-01,2015-02-01 00:00:00,C,C,0.0
2,2015-02-01,2015-02-01 00:00:00,C,C,0.0
1,2015-01-01,2015-01-01 00:00:00,C,C,0.0
2,2015-01-01,2015-01-01 00:00:00,C,C,0.0
3,2013-06-01,2015-01-01 00:00:00,01JUN13,F,1.5852156057494866
4,2015-01-01,2015-01-01 00:00:00,C,C,0.0
1,2014-12-01,2014-12-01 00:00:00,C,C,0.0
2,2014-12-01,2014-12-01 00:00:00,C,C,0.0
3,2012-11-01,2014-12-01 00:00:00,01NOV12,F,2.080766598220397
4,2014-12-01,2014-12-01 00:00:00,C,C,0.0
4,2014-11-01,2014-11-01 00:00:00,C,C,0.0
3,2012-06-01,2014-11-01 00:00:00,01JUN12,F,2.4175222450376452
2,2014-11-01,2014-11-01 00:00:00,C,C,0.0
1,2014-11-01,2014-11-01 00:00:00,C,C,0.0
1,2014-10-01,2014-10-01 00:00:00,C,C,0.0
2,2014-10-01,2014-10-01 00:00:00,C,C,0.0
3,2011-10-01,2014-10-01 00:00:00,01OCT11,F,3.0006844626967832
4,2014-10-01,2014-10-01 00:00:00,C,C,0.0
1,2014-09-01,2014-09-01 00:00:00,C,C,0.0
2,2014-09-01,2014-09-01 00:00:00,C,C,0.0
3,2011-04-01,2014-09-01 00:00:00,01APR11,F,3.4195756331279945
4,2014-09-01,2014-09-01 00:00:00,C,C,0.0
1,2014-08-01,2014-08-01 00:00:00,C,C,0.0
2,2014-08-01,2014-08-01 00:00:00,C,C,0.0
3,2010-06-01,2014-08-01 00:00:00,01JUN10,F,4.167008898015058
4,2014-08-01,2014-08-01 00:00:00,C,C,0.0
4,2014-07-01,2014-07-01 00:00:00,C,C,0.0
3,2009-01-01,2014-07-01 00:00:00,01JAN09,F,5.494866529774128
2,2014-07-01,2014-07-01 00:00:00,C,C,0.0
1,2014-07-01,2014-07-01 00:00:00,C,C,0.0
1,2014-06-01,2014-06-01 00:00:00,C,C,0.0
2,2014-06-01,2014-06-01 00:00:00,C,C,0.0
3,2008-01-01,2014-06-01 00:00:00,01JAN08,F,6.414784394250513
4,2014-06-01,2014-06-01 00:00:00,C,C,0.0
1,2014-05-01,2014-05-01 00:00:00,C,C,0.0
2,2014-05-01,2014-05-01 00:00:00,C,C,0.0
3,2007-11-01,2014-05-01 00:00:00,01NOV07,F,6.496919917864476
4,2014-05-01,2014-05-01 00:00:00,C,C,0.0
1,2014-04-01,2014-04-01 00:00:00,C,C,0.0
2,2014-04-01,2014-04-01 00:00:00,C,C,0.0
3,2007-06-15,2014-04-01 00:00:00,15JUN07,F,6.795345653661875
4,2014-04-01,2014-04-01 00:00:00,C,C,0.0
3,2007-05-01,2014-03-01 00:00:00,01MAY07,F,6.833675564681725
4,2014-03-01,2014-03-01 00:00:00,C,C,0.0
1,2014-03-01,2014-03-01 00:00:00,C,C,0.0
2,2014-03-01,2014-03-01 00:00:00,C,C,0.0
2,2014-02-01,2014-02-01 00:00:00,C,C,0.0
3,2007-04-15,2014-02-01 00:00:00,15APR07,F,6.80082135523614
4,2014-02-01,2014-02-01 00:00:00,C,C,0.0
1,2014-02-01,2014-02-01 00:00:00,C,C,0.0
1,2014-01-01,2014-01-01 00:00:00,C,C,0.0
2,2014-01-01,2014-01-01 00:00:00,C,C,0.0
3,2007-02-15,2014-01-01 00:00:00,15FEB07,F,6.877481177275839
4,2014-01-01,2014-01-01 00:00:00,C,C,0.0
1,2013-12-01,2013-12-01 00:00:00,C,C,0.0
2,2013-12-01,2013-12-01 00:00:00,C,C,0.0
3,2007-01-08,2013-12-01 00:00:00,08JAN07,F,6.896646132785763
4,2013-12-01,2013-12-01 00:00:00,C,C,0.0
3,2006-12-15,2013-11-01 00:00:00,15DEC06,F,6.880219028062971
4,2013-11-01,2013-11-01 00:00:00,C,C,0.0
1,2013-11-01,2013-11-01 00:00:00,C,C,0.0
2,2013-11-01,2013-11-01 00:00:00,C,C,0.0
1,2013-10-01,2013-10-01 00:00:00,C,C,0.0
2,2013-10-01,2013-10-01 00:00:00,C,C,0.0
3,2006-12-15,2013-10-01 00:00:00,15DEC06,F,6.795345653661875
4,2013-10-01,2013-10-01 00:00:00,C,C,0.0
1,2013-09-01,2013-09-01 00:00:00,C,C,0.0
2,2013-09-01,2013-09-01 00:00:00,C,C,0.0
3,2006-12-01,2013-09-01 00:00:00,01DEC06,F,6.751540041067762
4,2013-09-01,2013-09-01 00:00:00,C,C,0.0
4,2013-08-01,2013-08-01 00:00:00,C,C,0.0
3,2006-10-22,2013-08-01 00:00:00,22OCT06,F,6.776180698151951
2,2013-08-01,2013-08-01 00:00:00,C,C,0.0
1,2013-08-01,2013-08-01 00:00:00,C,C,0.0
2,2013-07-01,2013-07-01 00:00:00,C,C,0.0
3,2006-10-01,2013-07-01 00:00:00,01OCT06,F,6.74880219028063
4,2013-07-01,2013-07-01 00:00:00,C,C,0.0
1,2013-07-01,2013-07-01 00:00:00,C,C,0.0
1,2013-06-01,2013-06-01 00:00:00,C,C,0.0
2,2013-06-01,2013-06-01 00:00:00,C,C,0.0
3,2006-09-22,2013-06-01 00:00:00,22SEP06,F,6.691307323750856
4,2013-06-01,2013-06-01 00:00:00,C,C,0.0
1,2013-05-01,2013-05-01 00:00:00,C,C,0.0
2,2013-05-01,2013-05-01 00:00:00,C,C,0.0
3,2006-09-15,2013-05-01 00:00:00,15SEP06,F,6.625598904859685
4,2013-05-01,2013-05-01 00:00:00,C,C,0.0
4,2013-04-01,2013-04-01 00:00:00,C,C,0.0
3,2006-09-08,2013-04-01 00:00:00,08SEP06,F,6.562628336755647
2,2013-04-01,2013-04-01 00:00:00,C,C,0.0
1,2013-04-01,2013-04-01 00:00:00,C,C,0.0
1,2013-03-01,2013-03-01 00:00:00,C,C,0.0
2,2013-03-01,2013-03-01 00:00:00,C,C,0.0
3,2006-09-01,2013-03-01 00:00:00,01SEP06,F,6.496919917864476
4,2013-03-01,2013-03-01 00:00:00,C,C,0.0
1,2013-02-01,2013-02-01 00:00:00,C,C,0.0
2,2013-02-01,2013-02-01 00:00:00,C,C,0.0
3,2006-08-22,2013-02-01 00:00:00,22AUG06,F,6.447638603696099
4,2013-02-01,2013-02-01 00:00:00,C,C,0.0
1,2013-01-01,2013-01-01 00:00:00,C,C,0.0
2,2013-01-01,2013-01-01 00:00:00,C,C,0.0
3,2006-08-15,2013-01-01 00:00:00,15AUG06,F,6.381930184804928
4,2013-01-01,2013-01-01 00:00:00,C,C,0.0
3,2006-08-15,2012-12-01 00:00:00,15AUG06,F,6.297056810403833
4,2012-12-01,2012-12-01 00:00:00,C,C,0.0
1,2012-12-01,2012-12-01 00:00:00,C,C,0.0
2,2012-12-01,2012-12-01 00:00:00,C,C,0.0
2,2012-11-01,2012-11-01 00:00:00,C,C,0.0
3,2006-08-08,2012-11-01 00:00:00,08AUG06,F,6.234086242299795
4,2012-11-01,2012-11-01 00:00:00,C,C,0.0
1,2012-11-01,2012-11-01 00:00:00,C,C,0.0
1,2012-09-01,2012-09-01 00:00:00,C,C,0.0
2,2009-01-01,2012-09-01 00:00:00,01JAN09,F,3.6659822039698837
3,2006-08-01,2012-09-01 00:00:00,01AUG06,F,6.0862422997946615
4,2012-09-01,2012-09-01 00:00:00,C,C,0.0
1,2012-08-01,2012-08-01 00:00:00,C,C,0.0
2,2009-01-01,2012-08-01 00:00:00,01JAN09,F,3.5811088295687883
3,2006-06-15,2012-08-01 00:00:00,15JUN06,F,6.1300479123887746
4,2012-08-01,2012-08-01 00:00:00,C,C,0.0
3,2006-06-08,2012-07-01 00:00:00,08JUN06,F,6.064339493497604
4,2012-07-01,2012-07-01 00:00:00,C,C,0.0
1,2012-07-01,2012-07-01 00:00:00,C,C,0.0
2,2009-01-01,2012-07-01 00:00:00,01JAN09,F,3.4962354551676933
1,2012-06-01,2012-06-01 00:00:00,C,C,0.0
2,2012-06-01,2012-06-01 00:00:00,C,C,0.0
3,2006-05-22,2012-06-01 00:00:00,22MAY06,F,6.028747433264887
4,2012-06-01,2012-06-01 00:00:00,C,C,0.0
1,2012-05-01,2012-05-01 00:00:00,C,C,0.0
2,2012-05-01,2012-05-01 00:00:00,C,C,0.0
3,2006-05-01,2012-05-01 00:00:00,01MAY06,F,6.0013689253935665
4,2012-05-01,2012-05-01 00:00:00,C,C,0.0
4,2012-04-01,2012-04-01 00:00:00,C,C,0.0
3,2006-04-08,2012-04-01 00:00:00,08APR06,F,5.982203969883641
2,2012-04-01,2012-04-01 00:00:00,C,C,0.0
1,2012-04-01,2012-04-01 00:00:00,C,C,0.0
1,2012-03-01,2012-03-01 00:00:00,C,C,0.0
2,2012-03-01,2012-03-01 00:00:00,C,C,0.0
3,2006-03-15,2012-03-01 00:00:00,15MAR06,F,5.963039014373717
4,2012-03-01,2012-03-01 00:00:00,C,C,0.0
1,2012-02-01,2012-02-01 00:00:00,C,C,0.0
2,2012-02-01,2012-02-01 00:00:00,C,C,0.0
3,2006-02-22,2012-02-01 00:00:00,22FEB06,F,5.94113620807666
4,2012-02-01,2012-02-01 00:00:00,C,C,0.0
1,2012-01-01,2012-01-01 00:00:00,C,C,0.0
2,2012-01-01,2012-01-01 00:00:00,C,C,0.0
3,2006-02-01,2012-01-01 00:00:00,01FEB06,F,5.9137577002053385
4,2012-01-01,2012-01-01 00:00:00,C,C,0.0
4,2011-12-01,2011-12-01 00:00:00,C,C,0.0
3,2006-01-15,2011-12-01 00:00:00,15JAN06,F,5.87542778918549
2,2011-12-01,2011-12-01 00:00:00,C,C,0.0
1,2011-12-01,2011-12-01 00:00:00,C,C,0.0
1,2011-11-01,2011-11-01 00:00:00,C,C,0.0
2,2011-11-01,2011-11-01 00:00:00,C,C,0.0
3,2005-12-22,2011-11-01 00:00:00,22DEC05,F,5.859000684462697
4,2011-11-01,2011-11-01 00:00:00,C,C,0.0
1,2011-10-01,2011-10-01 00:00:00,C,C,0.0
2,2011-10-01,2011-10-01 00:00:00,C,C,0.0
3,2005-12-08,2011-10-01 00:00:00,08DEC05,F,5.812457221081451
4,2011-10-01,2011-10-01 00:00:00,C,C,0.0
1,2011-09-01,2011-09-01 00:00:00,C,C,0.0
2,2011-09-01,2011-09-01 00:00:00,C,C,0.0
3,2005-11-22,2011-09-01 00:00:00,22NOV05,F,5.774127310061601
4,2011-09-01,2011-09-01 00:00:00,C,C,0.0
3,2005-11-01,2011-08-01 00:00:00,01NOV05,F,5.746748802190281
4,2011-08-01,2011-08-01 00:00:00,C,C,0.0
1,2011-08-01,2011-08-01 00:00:00,C,C,0.0
2,2011-08-01,2011-08-01 00:00:00,C,C,0.0
2,2011-07-01,2011-07-01 00:00:00,C,C,0.0
3,2005-10-08,2011-07-01 00:00:00,08OCT05,F,5.727583846680356
4,2011-07-01,2011-07-01 00:00:00,C,C,0.0
1,2011-07-01,2011-07-01 00:00:00,C,C,0.0
1,2011-06-01,2011-06-01 00:00:00,C,C,0.0
2,2011-06-01,2011-06-01 00:00:00,C,C,0.0
3,2005-09-15,2011-06-01 00:00:00,15SEP05,F,5.708418891170431
4,2011-06-01,2011-06-01 00:00:00,C,C,0.0
1,2011-05-01,2011-05-01 00:00:00,C,C,0.0
2,2011-05-01,2011-05-01 00:00:00,C,C,0.0
3,2005-08-22,2011-05-01 00:00:00,22AUG05,F,5.689253935660506
4,2011-05-01,2011-05-01 00:00:00,C,C,0.0
3,2005-07-22,2011-04-01 00:00:00,22JUL05,F,5.691991786447638
4,2011-04-01,2011-04-01 00:00:00,C,C,0.0
1,2011-04-01,2011-04-01 00:00:00,C,C,0.0
2,2011-04-01,2011-04-01 00:00:00,C,C,0.0
1,2011-03-01,2011-03-01 00:00:00,C,C,0.0
2,2011-03-01,2011-03-01 00:00:00,C,C,0.0
3,2005-07-01,2011-03-01 00:00:00,01JUL05,F,5.664613278576318
4,2011-03-01,2011-03-01 00:00:00,C,C,0.0
1,2011-02-01,2011-02-01 00:00:00,C,C,0.0
2,2011-02-01,2011-02-01 00:00:00,C,C,0.0
3,2005-04-01,2011-02-01 00:00:00,01APR05,F,5.83709787816564
4,2011-02-01,2011-02-01 00:00:00,C,C,0.0
4,2011-01-01,2011-01-01 00:00:00,C,C,0.0
3,2005-03-22,2011-01-01 00:00:00,22MAR05,F,5.779603011635865
2,2011-01-01,2011-01-01 00:00:00,C,C,0.0
1,2011-01-01,2011-01-01 00:00:00,C,C,0.0
3,2005-02-22,2010-12-01 00:00:00,22FEB05,F,5.771389459274469
4,2010-12-01,2010-12-01 00:00:00,C,C,0.0
1,2010-12-01,2010-12-01 00:00:00,C,C,0.0
2,2010-12-01,2010-12-01 00:00:00,C,C,0.0
3,2005-01-22,2010-11-01 00:00:00,22JAN05,F,5.774127310061601
4,2010-11-01,2010-11-01 00:00:00,C,C,0.0
1,2010-11-01,2010-11-01 00:00:00,C,C,0.0
2,2010-11-01,2010-11-01 00:00:00,C,C,0.0
3,2005-01-08,2010-10-01 00:00:00,08JAN05,F,5.727583846680356
4,2010-10-01,2010-10-01 00:00:00,C,C,0.0
1,2010-10-01,2010-10-01 00:00:00,C,C,0.0
2,2010-10-01,2010-10-01 00:00:00,C,C,0.0
2,2010-09-01,2010-09-01 00:00:00,C,C,0.0
3,2004-12-15,2010-09-01 00:00:00,15DEC04,F,5.711156741957564
4,2010-09-01,2010-09-01 00:00:00,C,C,0.0
1,2010-09-01,2010-09-01 00:00:00,C,C,0.0
4,2010-08-01,2010-08-01 00:00:00,C,C,0.0
3,2004-06-01,2010-08-01 00:00:00,01JUN04,F,6.165639972621492
2,2010-08-01,2010-08-01 00:00:00,C,C,0.0
1,2010-08-01,2010-08-01 00:00:00,C,C,0.0
2,2010-07-01,2010-07-01 00:00:00,C,C,0.0
3,2003-08-15,2010-07-01 00:00:00,15AUG03,F,6.877481177275839
4,2010-07-01,2010-07-01 00:00:00,C,C,0.0
1,2010-07-01,2010-07-01 00:00:00,C,C,0.0
1,2010-06-01,2010-06-01 00:00:00,C,C,0.0
2,2010-06-01,2010-06-01 00:00:00,C,C,0.0
3,2003-06-22,2010-06-01 00:00:00,22JUN03,F,6.9431895961670085
4,2010-06-01,2010-06-01 00:00:00,C,C,0.0
4,2010-05-01,2010-05-01 00:00:00,C,C,0.0
3,2003-04-22,2010-05-01 00:00:00,22APR03,F,7.025325119780972
1,2010-05-01,2010-05-01 00:00:00,C,C,0.0
2,2010-05-01,2010-05-01 00:00:00,C,C,0.0
1,2010-04-01,2010-04-01 00:00:00,C,C,0.0
2,2010-04-01,2010-04-01 00:00:00,C,C,0.0
3,2003-02-01,2010-04-01 00:00:00,01FEB03,F,7.162217659137577
4,2010-04-01,2010-04-01 00:00:00,C,C,0.0
1,2010-03-01,2010-03-01 00:00:00,C,C,0.0
2,2010-03-01,2010-03-01 00:00:00,C,C,0.0
3,2002-12-15,2010-03-01 00:00:00,15DEC02,F,7.208761122518823
4,2010-03-01,2010-03-01 00:00:00,C,C,0.0
3,2002-09-22,2010-02-01 00:00:00,22SEP02,F,7.36208076659822
4,2010-02-01,2010-02-01 00:00:00,C,C,0.0
2,2010-02-01,2010-02-01 00:00:00,C,C,0.0
1,2010-02-01,2010-02-01 00:00:00,C,C,0.0
1,2010-01-01,2010-01-01 00:00:00,C,C,0.0
2,2010-01-01,2010-01-01 00:00:00,C,C,0.0
3,2002-08-01,2010-01-01 00:00:00,01AUG02,F,7.4195756331279945
4,2010-01-01,2010-01-01 00:00:00,C,C,0.0
1,2009-12-01,2009-12-01 00:00:00,C,C,0.0
2,2009-12-01,2009-12-01 00:00:00,C,C,0.0
3,2002-06-01,2009-12-01 00:00:00,01JUN02,F,7.501711156741957
4,2009-12-01,2009-12-01 00:00:00,C,C,0.0
1,2009-08-01,2009-08-01 00:00:00,C,C,0.0
2,2009-08-01,2009-08-01 00:00:00,C,C,0.0
3,,2009-08-01 00:00:00,U,U,
4,2009-08-01,2009-08-01 00:00:00,C,C,0.0
4,2009-07-01,2009-07-01 00:00:00,C,C,0.0
3,,2009-07-01 00:00:00,U,U,
2,2009-07-01,2009-07-01 00:00:00,C,C,0.0
1,2009-07-01,2009-07-01 00:00:00,C,C,0.0
3,,2009-06-01 00:00:00,U,U,
4,2009-06-01,2009-06-01 00:00:00,C,C,0.0
1,2009-06-01,2009-06-01 00:00:00,C,C,0.0
2,2009-06-01,2009-06-01 00:00:00,C,C,0.0
2,2009-05-01,2009-05-01 00:00:00,C,C,0.0
3,,2009-05-01 00:00:00,U,U,
4,2009-05-01,2009-05-01 00:00:00,C,C,0.0
1,2009-05-01,2009-05-01 00:00:00,C,C,0.0
3,2003-03-01,2009-04-01 00:00:00,01MAR03,F,6.0862422997946615
4,2009-04-01,2009-04-01 00:00:00,C,C,0.0
2,2009-04-01,2009-04-01 00:00:00,C,C,0.0
1,2009-04-01,2009-04-01 00:00:00,C,C,0.0
1,2009-02-01,2009-02-01 00:00:00,C,C,0.0
2,2009-02-01,2009-02-01 00:00:00,C,C,0.0
4,2009-02-01,2009-02-01 00:00:00,C,C,0.0
3,2005-05-01,2009-02-01 00:00:00,01MAY05,F,3.756331279945243
1,2009-01-01,2009-01-01 00:00:00,C,C,0.0
2,2009-01-01,2009-01-01 00:00:00,C,C,0.0
3,2005-05-01,2009-01-01 00:00:00,01MAY05,F,3.671457905544148
4,2009-01-01,2009-01-01 00:00:00,C,C,0.0
1,2008-12-01,2008-12-01 00:00:00,C,C,0.0
2,2008-12-01,2008-12-01 00:00:00,C,C,0.0
3,2005-05-01,2008-12-01 00:00:00,01MAY05,F,3.586584531143053
4,2008-12-01,2008-12-01 00:00:00,C,C,0.0
3,2005-05-01,2008-11-01 00:00:00,01MAY05,F,3.5044490075290895
4,2008-11-01,2008-11-01 00:00:00,C,C,0.0
2,2008-11-01,2008-11-01 00:00:00,C,C,0.0
1,2008-11-01,2008-11-01 00:00:00,C,C,0.0
1,2008-10-01,2008-10-01 00:00:00,C,C,0.0
2,2008-10-01,2008-10-01 00:00:00,C,C,0.0
3,2005-01-01,2008-10-01 00:00:00,01JAN05,F,3.7481177275838466
4,2008-10-01,2008-10-01 00:00:00,C,C,0.0
1,2008-09-01,2008-09-01 00:00:00,C,C,0.0
2,2008-09-01,2008-09-01 00:00:00,C,C,0.0
3,,2008-09-01 00:00:00,U,U,
4,2008-09-01,2008-09-01 00:00:00,C,C,0.0
1,2008-08-01,2008-08-01 00:00:00,C,C,0.0
2,2008-08-01,2008-08-01 00:00:00,C,C,0.0
3,,2008-08-01 00:00:00,U,U,
4,2008-08-01,2008-08-01 00:00:00,C,C,0.0
3,,2008-07-01 00:00:00,U,U,
4,2008-07-01,2008-07-01 00:00:00,C,C,0.0
2,2008-07-01,2008-07-01 00:00:00,C,C,0.0
1,2008-07-01,2008-07-01 00:00:00,C,C,0.0
1,2008-06-01,2008-06-01 00:00:00,C,C,0.0
2,2008-06-01,2008-06-01 00:00:00,C,C,0.0
3,2006-03-01,2008-06-01 00:00:00,01MAR06,F,2.2532511978097194
4,2008-06-01,2008-06-01 00:00:00,C,C,0.0
1,2008-05-01,2008-05-01 00:00:00,C,C,0.0
2,2008-05-01,2008-05-01 00:00:00,C,C,0.0
3,2006-03-01,2008-05-01 00:00:00,01MAR06,F,2.1683778234086244
4,2008-05-01,2008-05-01 00:00:00,C,C,0.0
1,2008-04-01,2008-04-01 00:00:00,C,C,0.0
2,2008-04-01,2008-04-01 00:00:00,C,C,0.0
3,2005-07-01,2008-04-01 00:00:00,01JUL05,F,2.751540041067762
4,2008-04-01,2008-04-01 00:00:00,C,C,0.0
3,2002-11-01,2008-02-01 00:00:00,01NOV02,F,5.25119780971937
4,2008-02-01,2008-02-01 00:00:00,C,C,0.0
2,2008-02-01,2008-02-01 00:00:00,C,C,0.0
1,2008-02-01,2008-02-01 00:00:00,C,C,0.0
