F_level,priority_date,visa_bulletin_date,table_type,raw_value,status,visa_wait_time,raw_category
3,2009-10-01,2024-03-01 00:00:00,final_action,01OCT09,F,14.414784394250514,F3
4,2007-06-08,2024-03-01 00:00:00,final_action,08JUN07,F,16.73100616016427,F4
1,2017-09-01,2024-02-01 00:00:00,dates_for_filing,01SEP17,F,6.417522245037645,F1
2A,2023-09-01,2024-02-01 00:00:00,dates_for_filing,01SEP23,F,0.4188911704312115,F2A
2B,2017-01-01,2024-02-01 00:00:00,dates_for_filing,01JAN17,F,7.082819986310746,F2B
3,2010-03-01,2024-02-01 00:00:00,dates_for_filing,01MAR10,F,13.921971252566735,F3
4,2008-03-01,2024-02-01 00:00:00,dates_for_filing,01MAR08,F,15.92060232717317,F4
1,2015-01-01,2024-02-01 00:00:00,final_action,01JAN15,F,9.084188911704311,F1
2A,2020-02-08,2024-02-01 00:00:00,final_action,08FEB20,F,3.980835044490075,F2A
2B,2015-10-01,2024-02-01 00:00:00,final_action,01OCT15,F,8.336755646817249,F2B
3,2009-04-22,2024-02-01 00:00:00,final_action,22APR09,F,14.778918548939084,F3
4,2007-05-22,2024-02-01 00:00:00,final_action,22MAY07,F,16.698151950718685,F4
1,2017-09-01,2024-01-01 00:00:00,dates_for_filing,01SEP17,F,6.33264887063655,F1
2A,2023-09-01,2024-01-01 00:00:00,dates_for_filing,01SEP23,F,0.33401779603011633,F2A
2B,2017-01-01,2024-01-01 00:00:00,dates_for_filing,01JAN17,F,6.997946611909651,F2B
3,2010-03-01,2024-01-01 00:00:00,dates_for_filing,01MAR10,F,13.83709787816564,F3
4,2008-03-01,2024-01-01 00:00:00,dates_for_filing,01MAR08,F,15.835728952772074,F4
1,2015-01-01,2024-01-01 00:00:00,final_action,01JAN15,F,8.999315537303216,F1
2A,2019-11-01,2024-01-01 00:00:00,final_action,01NOV19,F,4.167008898015058,F2A
2B,2015-10-01,2024-01-01 00:00:00,final_action,01OCT15,F,8.251882272416154,F2B
3,2009-04-22,2024-01-01 00:00:00,final_action,22APR09,F,14.694045174537989,F3
4,2007-05-22,2024-01-01 00:00:00,final_action,22MAY07,F,16.61327857631759,F4
1,2017-09-01,2023-12-01 00:00:00,dates_for_filing,01SEP17,F,6.247775496235455,F1
2A,2023-09-01,2023-12-01 00:00:00,dates_for_filing,01SEP23,F,0.24914442162902123,F2A
2B,2017-01-01,2023-12-01 00:00:00,dates_for_filing,01JAN17,F,6.913073237508556,F2B
3,2010-03-01,2023-12-01 00:00:00,dates_for_filing,01MAR10,F,13.752224503764545,F3
4,2008-03-01,2023-12-01 00:00:00,dates_for_filing,01MAR08,F,15.75085557837098,F4
1,2015-01-01,2023-12-01 00:00:00,final_action,01JAN15,F,8.914442162902121,F1
2A,2019-02-08,2023-12-01 00:00:00,final_action,08FEB19,F,4.810403832991102,F2A
2B,2015-09-22,2023-12-01 00:00:00,final_action,22SEP15,F,8.191649555099247,F2B
3,2009-01-08,2023-12-01 00:00:00,final_action,08JAN09,F,14.89390828199863,F3
4,2007-04-22,2023-12-01 00:00:00,final_action,22APR07,F,16.61054072553046,F4
1,2017-09-01,2023-11-01 00:00:00,dates_for_filing,01SEP17,F,6.165639972621492,F1
2A,2023-09-01,2023-11-01 00:00:00,dates_for_filing,01SEP23,F,0.16700889801505817,F2A
2B,2017-01-01,2023-11-01 00:00:00,dates_for_filing,01JAN17,F,6.830937713894593,F2B
3,2010-03-01,2023-11-01 00:00:00,dates_for_filing,01MAR10,F,13.670088980150581,F3
4,2008-03-01,2023-11-01 00:00:00,dates_for_filing,01MAR08,F,15.668720054757015,F4
1,2015-01-01,2023-11-01 00:00:00,final_action,01JAN15,F,8.83230663928816,F1
2A,2019-02-08,2023-11-01 00:00:00,final_action,08FEB19,F,4.728268309377139,F2A
2B,2015-09-22,2023-11-01 00:00:00,final_action,22SEP15,F,8.109514031485284,F2B
3,2009-01-08,2023-11-01 00:00:00,final_action,08JAN09,F,14.811772758384668,F3
4,2007-04-22,2023-11-01 00:00:00,final_action,22APR07,F,16.528405201916495,F4
1,2017-09-01,2023-10-01 00:00:00,dates_for_filing,01SEP17,F,6.080766598220397,F1
2A,2023-09-01,2023-10-01 00:00:00,dates_for_filing,01SEP23,F,0.08213552361396304,F2A
2B,2017-01-01,2023-10-01 00:00:00,dates_for_filing,01JAN17,F,6.746064339493498,F2B
3,2010-03-01,2023-10-01 00:00:00,dates_for_filing,01MAR10,F,13.585215605749486,F3
4,2008-03-01,2023-10-01 00:00:00,dates_for_filing,01MAR08,F,15.58384668035592,F4
1,2015-01-01,2023-10-01 00:00:00,final_action,01JAN15,F,8.747433264887064,F1
2A,2019-02-08,2023-10-01 00:00:00,final_action,08FEB19,F,4.643394934976044,F2A
2B,2015-09-22,2023-10-01 00:00:00,final_action,22SEP15,F,8.02464065708419,F2B
3,2009-01-08,2023-10-01 00:00:00,final_action,08JAN09,F,14.726899383983573,F3
4,2007-04-22,2023-10-01 00:00:00,final_action,22APR07,F,16.4435318275154,F4
1,2017-09-01,2023-09-01 00:00:00,dates_for_filing,01SEP17,F,5.9986310746064335,F1
2A,2023-09-01,2023-09-01 00:00:00,dates_for_filing,01SEP23,F,0.0,F2A
2B,2017-01-01,2023-09-01 00:00:00,dates_for_filing,01JAN17,F,6.663928815879535,F2B
3,2010-03-01,2023-09-01 00:00:00,dates_for_filing,01MAR10,F,13.503080082135524,F3
4,2008-03-01,2023-09-01 00:00:00,dates_for_filing,01MAR08,F,15.501711156741958,F4
1,2015-01-01,2023-09-01 00:00:00,final_action,01JAN15,F,8.6652977412731,F1
2A,2018-01-01,2023-09-01 00:00:00,final_action,01JAN18,F,5.664613278576318,F2A
2B,2015-09-22,2023-09-01 00:00:00,final_action,22SEP15,F,7.942505133470226,F2B
3,2009-01-08,2023-09-01 00:00:00,final_action,08JAN09,F,14.64476386036961,F3
4,2007-04-22,2023-09-01 00:00:00,final_action,22APR07,F,16.361396303901437,F4
1,2017-09-01,2023-08-01 00:00:00,dates_for_filing,01SEP17,F,5.9137577002053385,F1
2A,2023-08-01,2023-08-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-08-01 00:00:00,dates_for_filing,01JAN17,F,6.579055441478439,F2B
3,2010-03-01,2023-08-01 00:00:00,dates_for_filing,01MAR10,F,13.418206707734429,F3
4,2008-03-01,2023-08-01 00:00:00,dates_for_filing,01MAR08,F,15.416837782340862,F4
1,2015-01-01,2023-08-01 00:00:00,final_action,01JAN15,F,8.580424366872005,F1
2A,2017-10-08,2023-08-01 00:00:00,final_action,08OCT17,F,5.812457221081451,F2A
2B,2015-09-22,2023-08-01 00:00:00,final_action,22SEP15,F,7.857631759069131,F2B
3,2009-01-08,2023-08-01 00:00:00,final_action,08JAN09,F,14.559890485968515,F3
4,2007-04-22,2023-08-01 00:00:00,final_action,22APR07,F,16.27652292950034,F4
1,2017-09-01,2023-07-01 00:00:00,dates_for_filing,01SEP17,F,5.8288843258042435,F1
2A,2023-07-01,2023-07-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-07-01 00:00:00,dates_for_filing,01JAN17,F,6.494182067077344,F2B
3,2010-03-01,2023-07-01 00:00:00,dates_for_filing,01MAR10,F,13.333333333333334,F3
4,2008-03-01,2023-07-01 00:00:00,dates_for_filing,01MAR08,F,15.331964407939767,F4
1,2014-12-15,2023-07-01 00:00:00,final_action,15DEC14,F,8.542094455852157,F1
2A,2020-09-08,2023-07-01 00:00:00,final_action,08SEP20,F,2.809034907597536,F2A
2B,2015-09-22,2023-07-01 00:00:00,final_action,22SEP15,F,7.772758384668036,F2B
3,2008-12-22,2023-07-01 00:00:00,final_action,22DEC08,F,14.521560574948666,F3
4,2007-04-22,2023-07-01 00:00:00,final_action,22APR07,F,16.191649555099247,F4
1,2017-01-01,2023-06-01 00:00:00,dates_for_filing,01JAN17,F,6.412046543463381,F1
2A,2023-06-01,2023-06-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-06-01 00:00:00,dates_for_filing,01JAN17,F,6.412046543463381,F2B
3,2010-02-08,2023-06-01 00:00:00,dates_for_filing,08FEB10,F,13.308692676249144,F3
4,2008-02-01,2023-06-01 00:00:00,dates_for_filing,01FEB08,F,15.329226557152635,F4
1,2014-12-15,2023-06-01 00:00:00,final_action,15DEC14,F,8.459958932238193,F1
2A,2020-09-08,2023-06-01 00:00:00,final_action,08SEP20,F,2.726899383983573,F2A
2B,2015-09-22,2023-06-01 00:00:00,final_action,22SEP15,F,7.690622861054073,F2B
3,2008-12-08,2023-06-01 00:00:00,final_action,08DEC08,F,14.477754962354553,F3
4,2007-04-08,2023-06-01 00:00:00,final_action,08APR07,F,16.147843942505133,F4
1,2017-01-01,2023-05-01 00:00:00,dates_for_filing,01JAN17,F,6.327173169062286,F1
2A,2023-05-01,2023-05-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-05-01 00:00:00,dates_for_filing,01JAN17,F,6.327173169062286,F2B
3,2010-02-08,2023-05-01 00:00:00,dates_for_filing,08FEB10,F,13.22381930184805,F3
4,2008-02-01,2023-05-01 00:00:00,dates_for_filing,01FEB08,F,15.24435318275154,F4
1,2014-12-15,2023-05-01 00:00:00,final_action,15DEC14,F,8.375085557837098,F1
2A,2020-09-08,2023-05-01 00:00:00,final_action,08SEP20,F,2.642026009582478,F2A
2B,2015-09-22,2023-05-01 00:00:00,final_action,22SEP15,F,7.605749486652978,F2B
3,2008-12-08,2023-05-01 00:00:00,final_action,08DEC08,F,14.392881587953456,F3
4,2007-04-08,2023-05-01 00:00:00,final_action,08APR07,F,16.06297056810404,F4
1,2016-08-08,2023-04-01 00:00:00,dates_for_filing,08AUG16,F,6.6447638603696095,F1
2A,2023-04-01,2023-04-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-04-01 00:00:00,dates_for_filing,01JAN17,F,6.245037645448323,F2B
3,2009-11-08,2023-04-01 00:00:00,dates_for_filing,08NOV09,F,13.39356605065024,F3
4,2007-12-15,2023-04-01 00:00:00,dates_for_filing,15DEC07,F,15.293634496919918,F4
1,2014-12-01,2023-04-01 00:00:00,final_action,01DEC14,F,8.331279945242985,F1
2A,2020-09-08,2023-04-01 00:00:00,final_action,08SEP20,F,2.5598904859685145,F2A
2B,2015-09-22,2023-04-01 00:00:00,final_action,22SEP15,F,7.523613963039014,F2B
3,2008-11-22,2023-04-01 00:00:00,final_action,22NOV08,F,14.354551676933607,F3
4,2007-03-22,2023-04-01 00:00:00,final_action,22MAR07,F,16.027378507871322,F4
1,2016-08-08,2023-03-01 00:00:00,dates_for_filing,08AUG16,F,6.5598904859685145,F1
2A,2023-03-01,2023-03-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-03-01 00:00:00,dates_for_filing,01JAN17,F,6.160164271047228,F2B
3,2009-11-08,2023-03-01 00:00:00,dates_for_filing,08NOV09,F,13.308692676249144,F3
4,2007-12-15,2023-03-01 00:00:00,dates_for_filing,15DEC07,F,15.208761122518823,F4
1,2014-12-01,2023-03-01 00:00:00,final_action,01DEC14,F,8.24640657084189,F1
2A,2023-03-01,2023-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2023-03-01 00:00:00,final_action,22SEP15,F,7.438740588637919,F2B
3,2008-11-22,2023-03-01 00:00:00,final_action,22NOV08,F,14.269678302532512,F3
4,2007-03-22,2023-03-01 00:00:00,final_action,22MAR07,F,15.942505133470226,F4
1,2016-08-08,2023-02-01 00:00:00,dates_for_filing,08AUG16,F,6.483230663928816,F1
2A,2023-02-01,2023-02-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-02-01 00:00:00,dates_for_filing,01JAN17,F,6.083504449007529,F2B
3,2009-11-08,2023-02-01 00:00:00,dates_for_filing,08NOV09,F,13.232032854209445,F3
4,2007-12-15,2023-02-01 00:00:00,dates_for_filing,15DEC07,F,15.132101300479125,F4
1,2014-12-01,2023-02-01 00:00:00,final_action,01DEC14,F,8.16974674880219,F1
2A,2023-02-01,2023-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2023-02-01 00:00:00,final_action,22SEP15,F,7.36208076659822,F2B
3,2008-11-22,2023-02-01 00:00:00,final_action,22NOV08,F,14.193018480492814,F3
4,2007-03-22,2023-02-01 00:00:00,final_action,22MAR07,F,15.865845311430528,F4
1,2016-08-08,2023-01-01 00:00:00,dates_for_filing,08AUG16,F,6.398357289527721,F1
2A,2023-01-01,2023-01-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2023-01-01 00:00:00,dates_for_filing,01JAN17,F,5.9986310746064335,F2B
3,2009-11-08,2023-01-01 00:00:00,dates_for_filing,08NOV09,F,13.14715947980835,F3
4,2007-12-15,2023-01-01 00:00:00,dates_for_filing,15DEC07,F,15.047227926078028,F4
1,2014-12-01,2023-01-01 00:00:00,final_action,01DEC14,F,8.084873374401095,F1
2A,2023-01-01,2023-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2023-01-01 00:00:00,final_action,22SEP15,F,7.277207392197125,F2B
3,2008-11-22,2023-01-01 00:00:00,final_action,22NOV08,F,14.108145106091717,F3
4,2007-03-22,2023-01-01 00:00:00,final_action,22MAR07,F,15.780971937029431,F4
1,2016-08-08,2022-12-01 00:00:00,dates_for_filing,08AUG16,F,6.313483915126626,F1
2A,2022-12-01,2022-12-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2022-12-01 00:00:00,dates_for_filing,01JAN17,F,5.9137577002053385,F2B
3,2009-11-08,2022-12-01 00:00:00,dates_for_filing,08NOV09,F,13.062286105407255,F3
4,2007-12-15,2022-12-01 00:00:00,dates_for_filing,15DEC07,F,14.962354551676933,F4
1,2014-12-01,2022-12-01 00:00:00,final_action,01DEC14,F,8.0,F1
2A,2022-12-01,2022-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-12-01 00:00:00,final_action,22SEP15,F,7.19233401779603,F2B
3,2008-11-22,2022-12-01 00:00:00,final_action,22NOV08,F,14.023271731690622,F3
4,2007-03-22,2022-12-01 00:00:00,final_action,22MAR07,F,15.696098562628336,F4
1,2016-08-08,2022-11-01 00:00:00,dates_for_filing,08AUG16,F,6.231348391512663,F1
2A,2022-11-01,2022-11-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2022-11-01 00:00:00,dates_for_filing,01JAN17,F,5.831622176591376,F2B
3,2009-11-08,2022-11-01 00:00:00,dates_for_filing,08NOV09,F,12.980150581793293,F3
4,2007-12-15,2022-11-01 00:00:00,dates_for_filing,15DEC07,F,14.880219028062971,F4
1,2014-12-01,2022-11-01 00:00:00,final_action,01DEC14,F,7.917864476386037,F1
2A,2022-11-01,2022-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-11-01 00:00:00,final_action,22SEP15,F,7.110198494182067,F2B
3,2008-11-22,2022-11-01 00:00:00,final_action,22NOV08,F,13.94113620807666,F3
4,2007-03-22,2022-11-01 00:00:00,final_action,22MAR07,F,15.613963039014374,F4
1,2016-08-08,2022-10-01 00:00:00,dates_for_filing,08AUG16,F,6.146475017111568,F1
2A,2022-10-01,2022-10-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2022-10-01 00:00:00,dates_for_filing,01JAN17,F,5.746748802190281,F2B
3,2009-11-08,2022-10-01 00:00:00,dates_for_filing,08NOV09,F,12.895277207392198,F3
4,2007-12-15,2022-10-01 00:00:00,dates_for_filing,15DEC07,F,14.795345653661876,F4
1,2014-12-01,2022-10-01 00:00:00,final_action,01DEC14,F,7.832991101984942,F1
2A,2022-10-01,2022-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-10-01 00:00:00,final_action,22SEP15,F,7.025325119780972,F2B
3,2008-11-22,2022-10-01 00:00:00,final_action,22NOV08,F,13.856262833675565,F3
4,2007-03-22,2022-10-01 00:00:00,final_action,22MAR07,F,15.529089664613279,F4
1,2016-08-08,2022-09-01 00:00:00,dates_for_filing,08AUG16,F,6.064339493497604,F1
2A,2022-09-01,2022-09-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2022-09-01 00:00:00,dates_for_filing,01JAN17,F,5.664613278576318,F2B
3,2009-11-08,2022-09-01 00:00:00,dates_for_filing,08NOV09,F,12.813141683778234,F3
4,2007-12-15,2022-09-01 00:00:00,dates_for_filing,15DEC07,F,14.713210130047912,F4
1,2014-12-01,2022-09-01 00:00:00,final_action,01DEC14,F,7.750855578370979,F1
2A,2022-09-01,2022-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-09-01 00:00:00,final_action,22SEP15,F,6.9431895961670085,F2B
3,2008-11-22,2022-09-01 00:00:00,final_action,22NOV08,F,13.774127310061601,F3
4,2007-03-22,2022-09-01 00:00:00,final_action,22MAR07,F,15.446954140999315,F4
1,2016-08-08,2022-08-01 00:00:00,dates_for_filing,08AUG16,F,5.979466119096509,F1
2A,2022-08-01,2022-08-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2017-01-01,2022-08-01 00:00:00,dates_for_filing,01JAN17,F,5.579739904175223,F2B
3,2009-11-08,2022-08-01 00:00:00,dates_for_filing,08NOV09,F,12.728268309377139,F3
4,2007-12-15,2022-08-01 00:00:00,dates_for_filing,15DEC07,F,14.628336755646817,F4
1,2014-12-01,2022-08-01 00:00:00,final_action,01DEC14,F,7.665982203969883,F1
2A,2022-08-01,2022-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-08-01 00:00:00,final_action,22SEP15,F,6.8583162217659135,F2B
3,2008-11-22,2022-08-01 00:00:00,final_action,22NOV08,F,13.689253935660506,F3
4,2007-03-22,2022-08-01 00:00:00,final_action,22MAR07,F,15.36208076659822,F4
1,2016-07-01,2022-07-01 00:00:00,dates_for_filing,01JUL16,F,5.9986310746064335,F1
2A,2022-07-01,2022-07-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2016-10-01,2022-07-01 00:00:00,dates_for_filing,01OCT16,F,5.746748802190281,F2B
3,2009-10-01,2022-07-01 00:00:00,dates_for_filing,01OCT09,F,12.747433264887064,F3
4,2007-11-08,2022-07-01 00:00:00,dates_for_filing,08NOV07,F,14.64476386036961,F4
1,2014-12-01,2022-07-01 00:00:00,final_action,01DEC14,F,7.581108829568788,F1
2A,2022-07-01,2022-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-07-01 00:00:00,final_action,22SEP15,F,6.7734428473648185,F2B
3,2008-11-22,2022-07-01 00:00:00,final_action,22NOV08,F,13.604380561259411,F3
4,2007-03-22,2022-07-01 00:00:00,final_action,22MAR07,F,15.277207392197125,F4
1,2016-05-15,2022-06-01 00:00:00,dates_for_filing,15MAY16,F,6.04517453798768,F1
2A,2022-06-01,2022-06-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2016-09-22,2022-06-01 00:00:00,dates_for_filing,22SEP16,F,5.689253935660506,F2B
3,2009-08-22,2022-06-01 00:00:00,dates_for_filing,22AUG09,F,12.774811772758385,F3
4,2007-10-01,2022-06-01 00:00:00,dates_for_filing,01OCT07,F,14.666666666666666,F4
1,2014-12-01,2022-06-01 00:00:00,final_action,01DEC14,F,7.498973305954825,F1
2A,2022-06-01,2022-06-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-06-01 00:00:00,final_action,22SEP15,F,6.691307323750856,F2B
3,2008-11-22,2022-06-01 00:00:00,final_action,22NOV08,F,13.522245037645447,F3
4,2007-03-22,2022-06-01 00:00:00,final_action,22MAR07,F,15.195071868583161,F4
1,2016-05-15,2022-05-01 00:00:00,dates_for_filing,15MAY16,F,5.960301163586585,F1
2A,2022-05-01,2022-05-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2016-09-22,2022-05-01 00:00:00,dates_for_filing,22SEP16,F,5.604380561259411,F2B
3,2009-08-22,2022-05-01 00:00:00,dates_for_filing,22AUG09,F,12.68993839835729,F3
4,2007-10-01,2022-05-01 00:00:00,dates_for_filing,01OCT07,F,14.581793292265571,F4
1,2014-12-01,2022-05-01 00:00:00,final_action,01DEC14,F,7.41409993155373,F1
2A,2022-05-01,2022-05-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-05-01 00:00:00,final_action,22SEP15,F,6.606433949349761,F2B
3,2008-11-22,2022-05-01 00:00:00,final_action,22NOV08,F,13.437371663244353,F3
4,2007-03-22,2022-05-01 00:00:00,final_action,22MAR07,F,15.110198494182066,F4
1,2016-05-15,2022-04-01 00:00:00,dates_for_filing,15MAY16,F,5.878165639972622,F1
2A,2022-04-01,2022-04-01 00:00:00,dates_for_filing,C,C,0.0,F2A
2B,2016-09-22,2022-04-01 00:00:00,dates_for_filing,22SEP16,F,5.522245037645448,F2B
3,2009-08-22,2022-04-01 00:00:00,dates_for_filing,22AUG09,F,12.607802874743326,F3
4,2007-10-01,2022-04-01 00:00:00,dates_for_filing,01OCT07,F,14.499657768651609,F4
1,2014-12-01,2022-04-01 00:00:00,final_action,01DEC14,F,7.3319644079397674,F1
2A,2022-04-01,2022-04-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-04-01 00:00:00,final_action,22SEP15,F,6.524298425735798,F2B
3,2008-11-22,2022-04-01 00:00:00,final_action,22NOV08,F,13.35523613963039,F3
4,2007-03-22,2022-04-01 00:00:00,final_action,22MAR07,F,15.028062970568104,F4
1,2016-05-15,2022-03-01 00:00:00,dates_for_filing,15MAY16,F,5.793292265571527,F1
2A,2021-12-01,2022-03-01 00:00:00,dates_for_filing,01DEC21,F,0.2464065708418891,F2A
2B,2016-09-22,2022-03-01 00:00:00,dates_for_filing,22SEP16,F,5.437371663244353,F2B
3,2009-08-22,2022-03-01 00:00:00,dates_for_filing,22AUG09,F,12.522929500342231,F3
4,2007-10-01,2022-03-01 00:00:00,dates_for_filing,01OCT07,F,14.414784394250514,F4
1,2014-12-01,2022-03-01 00:00:00,final_action,01DEC14,F,7.2470910335386725,F1
2A,2022-03-01,2022-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-03-01 00:00:00,final_action,22SEP15,F,6.439425051334703,F2B
3,2008-11-22,2022-03-01 00:00:00,final_action,22NOV08,F,13.270362765229295,F3
4,2007-03-22,2022-03-01 00:00:00,final_action,22MAR07,F,14.94318959616701,F4
1,2016-05-15,2022-02-01 00:00:00,dates_for_filing,15MAY16,F,5.716632443531828,F1
2A,2021-10-01,2022-02-01 00:00:00,dates_for_filing,01OCT21,F,0.33675564681724846,F2A
2B,2016-09-22,2022-02-01 00:00:00,dates_for_filing,22SEP16,F,5.360711841204655,F2B
3,2009-08-22,2022-02-01 00:00:00,dates_for_filing,22AUG09,F,12.446269678302533,F3
4,2007-10-01,2022-02-01 00:00:00,dates_for_filing,01OCT07,F,14.338124572210814,F4
1,2014-12-01,2022-02-01 00:00:00,final_action,01DEC14,F,7.170431211498974,F1
2A,2022-02-01,2022-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-02-01 00:00:00,final_action,22SEP15,F,6.362765229295003,F2B
3,2008-11-22,2022-02-01 00:00:00,final_action,22NOV08,F,13.193702943189596,F3
4,2007-03-22,2022-02-01 00:00:00,final_action,22MAR07,F,14.86652977412731,F4
1,2016-05-15,2022-01-01 00:00:00,dates_for_filing,15MAY16,F,5.631759069130732,F1
2A,2021-10-01,2022-01-01 00:00:00,dates_for_filing,01OCT21,F,0.2518822724161533,F2A
2B,2016-09-22,2022-01-01 00:00:00,dates_for_filing,22SEP16,F,5.27583846680356,F2B
3,2009-08-22,2022-01-01 00:00:00,dates_for_filing,22AUG09,F,12.361396303901437,F3
4,2007-10-01,2022-01-01 00:00:00,dates_for_filing,01OCT07,F,14.25325119780972,F4
1,2014-12-01,2022-01-01 00:00:00,final_action,01DEC14,F,7.085557837097878,F1
2A,2022-01-01,2022-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2022-01-01 00:00:00,final_action,22SEP15,F,6.277891854893908,F2B
3,2008-11-22,2022-01-01 00:00:00,final_action,22NOV08,F,13.1088295687885,F3
4,2007-03-22,2022-01-01 00:00:00,final_action,22MAR07,F,14.781656399726215,F4
1,2016-05-15,2021-12-01 00:00:00,dates_for_filing,15MAY16,F,5.546885694729637,F1
2A,2021-09-01,2021-12-01 00:00:00,dates_for_filing,01SEP21,F,0.24914442162902123,F2A
2B,2016-09-22,2021-12-01 00:00:00,dates_for_filing,22SEP16,F,5.190965092402464,F2B
3,2009-08-22,2021-12-01 00:00:00,dates_for_filing,22AUG09,F,12.276522929500342,F3
4,2007-10-01,2021-12-01 00:00:00,dates_for_filing,01OCT07,F,14.168377823408624,F4
1,2014-12-01,2021-12-01 00:00:00,final_action,01DEC14,F,7.000684462696783,F1
2A,2021-12-01,2021-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2021-12-01 00:00:00,final_action,22SEP15,F,6.193018480492813,F2B
3,2008-11-22,2021-12-01 00:00:00,final_action,22NOV08,F,13.023956194387406,F3
4,2007-03-22,2021-12-01 00:00:00,final_action,22MAR07,F,14.69678302532512,F4
1,2016-05-15,2021-11-01 00:00:00,dates_for_filing,15MAY16,F,5.464750171115674,F1
2A,2021-06-01,2021-11-01 00:00:00,dates_for_filing,01JUN21,F,0.4188911704312115,F2A
2B,2016-09-22,2021-11-01 00:00:00,dates_for_filing,22SEP16,F,5.108829568788501,F2B
3,2009-08-22,2021-11-01 00:00:00,dates_for_filing,22AUG09,F,12.19438740588638,F3
4,2007-10-01,2021-11-01 00:00:00,dates_for_filing,01OCT07,F,14.08624229979466,F4
1,2014-12-01,2021-11-01 00:00:00,final_action,01DEC14,F,6.91854893908282,F1
2A,2021-11-01,2021-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2021-11-01 00:00:00,final_action,22SEP15,F,6.11088295687885,F2B
3,2008-11-22,2021-11-01 00:00:00,final_action,22NOV08,F,12.941820670773442,F3
4,2007-03-22,2021-11-01 00:00:00,final_action,22MAR07,F,14.614647501711156,F4
1,2016-05-15,2021-10-01 00:00:00,dates_for_filing,15MAY16,F,5.379876796714579,F1
2A,2021-06-01,2021-10-01 00:00:00,dates_for_filing,01JUN21,F,0.33401779603011633,F2A
2B,2016-09-22,2021-10-01 00:00:00,dates_for_filing,22SEP16,F,5.023956194387406,F2B
3,2009-08-22,2021-10-01 00:00:00,dates_for_filing,22AUG09,F,12.109514031485284,F3
4,2007-10-01,2021-10-01 00:00:00,dates_for_filing,01OCT07,F,14.001368925393566,F4
1,2014-12-01,2021-10-01 00:00:00,final_action,01DEC14,F,6.833675564681725,F1
2A,2021-10-01,2021-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,2015-09-22,2021-10-01 00:00:00,final_action,22SEP15,F,6.026009582477755,F2B
3,2008-11-22,2021-10-01 00:00:00,final_action,22NOV08,F,12.856947296372347,F3
4,2007-03-22,2021-10-01 00:00:00,final_action,22MAR07,F,14.529774127310061,F4
1,2016-05-15,2021-09-01 00:00:00,dates_for_filing,15MAY16,F,5.297741273100616,F1
2A,2021-06-01,2021-09-01 00:00:00,dates_for_filing,01JUN21,F,0.2518822724161533,F2A
2B,2016-09-22,2021-09-01 00:00:00,dates_for_filing,22SEP16,F,4.941820670773443,F2B
3,2009-08-22,2021-09-01 00:00:00,dates_for_filing,22AUG09,F,12.02737850787132,F3
4,2007-10-01,2021-09-01 00:00:00,dates_for_filing,01OCT07,F,13.919233401779604,F4
