F_level,priority_date,visa_bulletin_date,table_type,raw_value,status,visa_wait_time,raw_category
2B,2000-03-15,2021-09-01 00:00:00,final_action,15MAR00,F,21.464750171115675,F2B
3,1997-05-15,2021-09-01 00:00:00,final_action,15MAY97,F,24.298425735797398,F3
4,1999-02-08,2021-09-01 00:00:00,final_action,08FEB99,F,22.562628336755647,F4
1,2000-08-01,2021-08-01 00:00:00,dates_for_filing,01AUG00,F,20.999315537303218,F1
2A,2021-06-01,2021-08-01 00:00:00,dates_for_filing,01JUN21,F,0.16700889801505817,F2A
2B,2000-08-08,2021-08-01 00:00:00,dates_for_filing,08AUG00,F,20.980150581793293,F2B
3,2000-09-08,2021-08-01 00:00:00,dates_for_filing,08SEP00,F,20.895277207392198,F3
4,1999-05-08,2021-08-01 00:00:00,dates_for_filing,08MAY99,F,22.234086242299796,F4
1,1999-01-01,2021-08-01 00:00:00,final_action,01JAN99,F,22.581793292265573,F1
2A,2021-08-01,2021-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,2000-03-01,2021-08-01 00:00:00,final_action,01MAR00,F,21.418206707734427,F2B
3,1997-04-22,2021-08-01 00:00:00,final_action,22APR97,F,24.27652292950034,F3
4,1999-01-22,2021-08-01 00:00:00,final_action,22JAN99,F,22.524298425735797,F4
1,2000-08-01,2021-07-01 00:00:00,dates_for_filing,01AUG00,F,20.914442162902123,F1
2A,2021-06-01,2021-07-01 00:00:00,dates_for_filing,01JUN21,F,0.08213552361396304,F2A
2B,2000-08-08,2021-07-01 00:00:00,dates_for_filing,08AUG00,F,20.895277207392198,F2B
3,2000-09-08,2021-07-01 00:00:00,dates_for_filing,08SEP00,F,20.810403832991103,F3
4,1999-05-08,2021-07-01 00:00:00,dates_for_filing,08MAY99,F,22.1492128678987,F4
1,1998-10-01,2021-07-01 00:00:00,final_action,01OCT98,F,22.748802190280628,F1
2A,2021-07-01,2021-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,2000-02-01,2021-07-01 00:00:00,final_action,01FEB00,F,21.412731006160165,F2B
3,1997-03-08,2021-07-01 00:00:00,final_action,08MAR97,F,24.314852840520192,F3
4,1998-12-15,2021-07-01 00:00:00,final_action,15DEC98,F,22.543463381245722,F4
1,2000-05-15,2021-06-01 00:00:00,dates_for_filing,15MAY00,F,21.045859000684462,F1
2A,2021-05-01,2021-06-01 00:00:00,dates_for_filing,01MAY21,F,0.08487337440109514,F2A
2B,2000-08-08,2021-06-01 00:00:00,dates_for_filing,08AUG00,F,20.813141683778234,F2B
3,2000-09-08,2021-06-01 00:00:00,dates_for_filing,08SEP00,F,20.72826830937714,F3
4,1999-05-08,2021-06-01 00:00:00,dates_for_filing,08MAY99,F,22.067077344284737,F4
1,1998-05-01,2021-06-01 00:00:00,final_action,01MAY98,F,23.085557837097877,F1
2A,2021-06-01,2021-06-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-09-08,2021-06-01 00:00:00,final_action,08SEP99,F,21.730321697467488,F2B
3,1996-11-15,2021-06-01 00:00:00,final_action,15NOV96,F,24.542094455852155,F3
4,1998-09-01,2021-06-01 00:00:00,final_action,01SEP98,F,22.748802190280628,F4
1,2000-03-01,2021-05-01 00:00:00,dates_for_filing,01MAR00,F,21.166324435318277,F1
2A,2021-04-01,2021-05-01 00:00:00,dates_for_filing,01APR21,F,0.08213552361396304,F2A
2B,2000-08-08,2021-05-01 00:00:00,dates_for_filing,08AUG00,F,20.72826830937714,F2B
3,2000-09-08,2021-05-01 00:00:00,dates_for_filing,08SEP00,F,20.643394934976044,F3
4,1999-05-08,2021-05-01 00:00:00,dates_for_filing,08MAY99,F,21.982203969883642,F4
1,1998-04-01,2021-05-01 00:00:00,final_action,01APR98,F,23.082819986310746,F1
2A,2021-05-01,2021-05-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-08-15,2021-05-01 00:00:00,final_action,15AUG99,F,21.711156741957563,F2B
3,1996-10-15,2021-05-01 00:00:00,final_action,15OCT96,F,24.542094455852155,F3
4,1998-08-08,2021-05-01 00:00:00,final_action,08AUG98,F,22.729637234770706,F4
1,2000-03-01,2021-04-01 00:00:00,dates_for_filing,01MAR00,F,21.084188911704313,F1
2A,2021-03-01,2021-04-01 00:00:00,dates_for_filing,01MAR21,F,0.08487337440109514,F2A
2B,2000-07-08,2021-04-01 00:00:00,dates_for_filing,08JUL00,F,20.73100616016427,F2B
3,2000-09-08,2021-04-01 00:00:00,dates_for_filing,08SEP00,F,20.56125941136208,F3
4,1999-05-08,2021-04-01 00:00:00,dates_for_filing,08MAY99,F,21.900068446269678,F4
1,1998-02-22,2021-04-01 00:00:00,final_action,22FEB98,F,23.104722792607802,F1
2A,2021-04-01,2021-04-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-07-22,2021-04-01 00:00:00,final_action,22JUL99,F,21.694729637234772,F2B
3,1996-10-01,2021-04-01 00:00:00,final_action,01OCT96,F,24.49828884325804,F3
4,1998-07-22,2021-04-01 00:00:00,final_action,22JUL98,F,22.694045174537987,F4
1,2000-03-01,2021-03-01 00:00:00,dates_for_filing,01MAR00,F,20.999315537303218,F1
2A,2021-02-01,2021-03-01 00:00:00,dates_for_filing,01FEB21,F,0.07665982203969883,F2A
2B,1999-12-22,2021-03-01 00:00:00,dates_for_filing,22DEC99,F,21.190965092402465,F2B
3,2000-09-08,2021-03-01 00:00:00,dates_for_filing,08SEP00,F,20.476386036960985,F3
4,1999-05-08,2021-03-01 00:00:00,dates_for_filing,08MAY99,F,21.815195071868583,F4
1,1998-02-08,2021-03-01 00:00:00,final_action,08FEB98,F,23.058179329226558,F1
2A,2021-03-01,2021-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-07-15,2021-03-01 00:00:00,final_action,15JUL99,F,21.6290212183436,F2B
3,1996-09-15,2021-03-01 00:00:00,final_action,15SEP96,F,24.45722108145106,F3
4,1998-07-15,2021-03-01 00:00:00,final_action,15JUL98,F,22.628336755646817,F4
1,2000-03-01,2021-02-01 00:00:00,dates_for_filing,01MAR00,F,20.922655715263517,F1
2A,2021-01-01,2021-02-01 00:00:00,dates_for_filing,01JAN21,F,0.08487337440109514,F2A
2B,1999-12-22,2021-02-01 00:00:00,dates_for_filing,22DEC99,F,21.114305270362767,F2B
3,2000-09-08,2021-02-01 00:00:00,dates_for_filing,08SEP00,F,20.399726214921287,F3
4,1999-05-08,2021-02-01 00:00:00,dates_for_filing,08MAY99,F,21.738535249828885,F4
1,1998-01-22,2021-02-01 00:00:00,final_action,22JAN98,F,23.028062970568104,F1
2A,2021-02-01,2021-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-06-01,2021-02-01 00:00:00,final_action,01JUN99,F,21.672826830937716,F2B
3,1996-09-01,2021-02-01 00:00:00,final_action,01SEP96,F,24.418891170431213,F3
4,1998-07-08,2021-02-01 00:00:00,final_action,08JUL98,F,22.570841889117045,F4
1,2000-02-22,2021-01-01 00:00:00,dates_for_filing,22FEB00,F,20.859685147159478,F1
2A,2020-08-01,2021-01-01 00:00:00,dates_for_filing,01AUG20,F,0.4188911704312115,F2A
2B,1999-12-01,2021-01-01 00:00:00,dates_for_filing,01DEC99,F,21.086926762491444,F2B
3,2000-08-15,2021-01-01 00:00:00,dates_for_filing,15AUG00,F,20.380561259411362,F3
4,1999-04-22,2021-01-01 00:00:00,dates_for_filing,22APR99,F,21.697467488021903,F4
1,1998-01-15,2021-01-01 00:00:00,final_action,15JAN98,F,22.962354551676935,F1
2A,2021-01-01,2021-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-05-01,2021-01-01 00:00:00,final_action,01MAY99,F,21.672826830937716,F2B
3,1996-08-22,2021-01-01 00:00:00,final_action,22AUG96,F,24.361396303901437,F3
4,1998-07-01,2021-01-01 00:00:00,final_action,01JUL98,F,22.50513347022587,F4
1,2000-02-22,2020-12-01 00:00:00,dates_for_filing,22FEB00,F,20.774811772758383,F1
2A,2020-08-01,2020-12-01 00:00:00,dates_for_filing,01AUG20,F,0.33401779603011633,F2A
2B,1999-12-01,2020-12-01 00:00:00,dates_for_filing,01DEC99,F,21.00205338809035,F2B
3,2000-08-15,2020-12-01 00:00:00,dates_for_filing,15AUG00,F,20.295687885010267,F3
4,1999-04-22,2020-12-01 00:00:00,dates_for_filing,22APR99,F,21.61259411362081,F4
1,1998-01-08,2020-12-01 00:00:00,final_action,08JAN98,F,22.89664613278576,F1
2A,2020-12-01,2020-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-04-08,2020-12-01 00:00:00,final_action,08APR99,F,21.650924024640656,F2B
3,1996-08-01,2020-12-01 00:00:00,final_action,01AUG96,F,24.334017796030118,F3
4,1998-06-22,2020-12-01 00:00:00,final_action,22JUN98,F,22.444900752908968,F4
1,2000-02-22,2020-11-01 00:00:00,dates_for_filing,22FEB00,F,20.692676249144423,F1
2A,2020-08-01,2020-11-01 00:00:00,dates_for_filing,01AUG20,F,0.2518822724161533,F2A
2B,1999-12-01,2020-11-01 00:00:00,dates_for_filing,01DEC99,F,20.919917864476385,F2B
3,2000-08-15,2020-11-01 00:00:00,dates_for_filing,15AUG00,F,20.213552361396303,F3
4,1999-04-22,2020-11-01 00:00:00,dates_for_filing,22APR99,F,21.530458590006845,F4
1,1998-01-08,2020-11-01 00:00:00,final_action,08JAN98,F,22.8145106091718,F1
2A,2020-11-01,2020-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-04-08,2020-11-01 00:00:00,final_action,08APR99,F,21.568788501026695,F2B
3,1996-08-01,2020-11-01 00:00:00,final_action,01AUG96,F,24.251882272416154,F3
4,1998-06-22,2020-11-01 00:00:00,final_action,22JUN98,F,22.362765229295004,F4
1,2000-02-22,2020-10-01 00:00:00,dates_for_filing,22FEB00,F,20.607802874743328,F1
2A,2020-08-01,2020-10-01 00:00:00,dates_for_filing,01AUG20,F,0.16700889801505817,F2A
2B,1999-12-01,2020-10-01 00:00:00,dates_for_filing,01DEC99,F,20.83504449007529,F2B
3,2000-08-15,2020-10-01 00:00:00,dates_for_filing,15AUG00,F,20.128678986995208,F3
4,1999-04-22,2020-10-01 00:00:00,dates_for_filing,22APR99,F,21.44558521560575,F4
1,1998-01-08,2020-10-01 00:00:00,final_action,08JAN98,F,22.729637234770706,F1
2A,2020-10-01,2020-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-04-08,2020-10-01 00:00:00,final_action,08APR99,F,21.4839151266256,F2B
3,1996-08-01,2020-10-01 00:00:00,final_action,01AUG96,F,24.16700889801506,F3
4,1998-06-22,2020-10-01 00:00:00,final_action,22JUN98,F,22.27789185489391,F4
1,2000-02-22,2020-09-01 00:00:00,dates_for_filing,22FEB00,F,20.525667351129364,F1
2A,2020-08-01,2020-09-01 00:00:00,dates_for_filing,01AUG20,F,0.08487337440109514,F2A
2B,1999-12-01,2020-09-01 00:00:00,dates_for_filing,01DEC99,F,20.752908966461327,F2B
3,2000-08-15,2020-09-01 00:00:00,dates_for_filing,15AUG00,F,20.046543463381244,F3
4,1999-04-22,2020-09-01 00:00:00,dates_for_filing,22APR99,F,21.363449691991786,F4
1,1998-01-08,2020-09-01 00:00:00,final_action,08JAN98,F,22.647501711156742,F1
2A,2020-09-01,2020-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-04-08,2020-09-01 00:00:00,final_action,08APR99,F,21.401779603011637,F2B
3,1996-08-01,2020-09-01 00:00:00,final_action,01AUG96,F,24.084873374401095,F3
4,1998-06-22,2020-09-01 00:00:00,final_action,22JUN98,F,22.195756331279945,F4
1,2000-02-01,2020-08-01 00:00:00,dates_for_filing,01FEB00,F,20.49828884325804,F1
2A,2020-07-01,2020-08-01 00:00:00,dates_for_filing,01JUL20,F,0.08487337440109514,F2A
2B,1999-11-08,2020-08-01 00:00:00,dates_for_filing,08NOV99,F,20.73100616016427,F2B
3,2000-08-01,2020-08-01 00:00:00,dates_for_filing,01AUG00,F,20.0,F3
4,1999-04-01,2020-08-01 00:00:00,dates_for_filing,01APR99,F,21.336071184120467,F4
1,1997-12-22,2020-08-01 00:00:00,final_action,22DEC97,F,22.60917180013689,F1
2A,2020-08-01,2020-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-03-22,2020-08-01 00:00:00,final_action,22MAR99,F,21.363449691991786,F2B
3,1996-07-15,2020-08-01 00:00:00,final_action,15JUL96,F,24.046543463381244,F3
4,1998-06-15,2020-08-01 00:00:00,final_action,15JUN98,F,22.130047912388775,F4
1,2000-01-08,2020-07-01 00:00:00,dates_for_filing,08JAN00,F,20.479123887748116,F1
2A,2020-06-01,2020-07-01 00:00:00,dates_for_filing,01JUN20,F,0.08213552361396304,F2A
2B,1999-10-15,2020-07-01 00:00:00,dates_for_filing,15OCT99,F,20.711841204654345,F2B
3,2000-07-15,2020-07-01 00:00:00,dates_for_filing,15JUL00,F,19.96167008898015,F3
4,1999-03-08,2020-07-01 00:00:00,dates_for_filing,08MAR99,F,21.31690622861054,F4
1,1997-12-08,2020-07-01 00:00:00,final_action,08DEC97,F,22.562628336755647,F1
2A,2020-07-01,2020-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-03-08,2020-07-01 00:00:00,final_action,08MAR99,F,21.31690622861054,F2B
3,1996-07-08,2020-07-01 00:00:00,final_action,08JUL96,F,23.980835044490075,F3
4,1998-06-01,2020-07-01 00:00:00,final_action,01JUN98,F,22.083504449007528,F4
1,1999-12-22,2020-06-01 00:00:00,dates_for_filing,22DEC99,F,20.4435318275154,F1
2A,2020-05-01,2020-06-01 00:00:00,dates_for_filing,01MAY20,F,0.08487337440109514,F2A
2B,1999-09-22,2020-06-01 00:00:00,dates_for_filing,22SEP99,F,20.692676249144423,F2B
3,2000-07-15,2020-06-01 00:00:00,dates_for_filing,15JUL00,F,19.87953456536619,F3
4,1999-02-08,2020-06-01 00:00:00,dates_for_filing,08FEB99,F,21.311430527036276,F4
1,1997-11-15,2020-06-01 00:00:00,final_action,15NOV97,F,22.543463381245722,F1
2A,2020-06-01,2020-06-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-02-15,2020-06-01 00:00:00,final_action,15FEB99,F,21.29226557152635,F2B
3,1996-06-22,2020-06-01 00:00:00,final_action,22JUN96,F,23.942505133470227,F3
4,1998-05-08,2020-06-01 00:00:00,final_action,08MAY98,F,22.067077344284737,F4
1,1999-12-08,2020-05-01 00:00:00,dates_for_filing,08DEC99,F,20.396988364134156,F1
2A,2020-03-01,2020-05-01 00:00:00,dates_for_filing,01MAR20,F,0.16700889801505817,F2A
2B,1999-09-08,2020-05-01 00:00:00,dates_for_filing,08SEP99,F,20.646132785763175,F2B
3,2000-07-15,2020-05-01 00:00:00,dates_for_filing,15JUL00,F,19.794661190965094,F3
4,1999-01-22,2020-05-01 00:00:00,dates_for_filing,22JAN99,F,21.27310061601643,F4
1,1997-10-22,2020-05-01 00:00:00,final_action,22OCT97,F,22.524298425735797,F1
2A,2020-05-01,2020-05-01 00:00:00,final_action,C,C,0.0,F2A
2B,1999-01-15,2020-05-01 00:00:00,final_action,15JAN99,F,21.29226557152635,F2B
3,1996-06-08,2020-05-01 00:00:00,final_action,08JUN96,F,23.89596167008898,F3
4,1998-04-15,2020-05-01 00:00:00,final_action,15APR98,F,22.04517453798768,F4
1,1999-12-01,2020-04-01 00:00:00,dates_for_filing,01DEC99,F,20.334017796030118,F1
2A,2020-02-01,2020-04-01 00:00:00,dates_for_filing,01FEB20,F,0.16427104722792607,F2A
2B,1999-08-01,2020-04-01 00:00:00,dates_for_filing,01AUG99,F,20.66803559206023,F2B
3,2000-07-15,2020-04-01 00:00:00,dates_for_filing,15JUL00,F,19.71252566735113,F3
4,1999-01-15,2020-04-01 00:00:00,dates_for_filing,15JAN99,F,21.21013004791239,F4
1,1997-09-22,2020-04-01 00:00:00,final_action,22SEP97,F,22.524298425735797,F1
2A,2020-04-01,2020-04-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-12-01,2020-04-01 00:00:00,final_action,01DEC98,F,21.333333333333332,F2B
3,1996-05-08,2020-04-01 00:00:00,final_action,08MAY96,F,23.89869952087611,F3
4,1998-03-15,2020-04-01 00:00:00,final_action,15MAR98,F,22.04791238877481,F4
1,1999-11-22,2020-03-01 00:00:00,dates_for_filing,22NOV99,F,20.27378507871321,F1
2A,2020-01-01,2020-03-01 00:00:00,dates_for_filing,01JAN20,F,0.16427104722792607,F2A
2B,1999-06-22,2020-03-01 00:00:00,dates_for_filing,22JUN99,F,20.692676249144423,F2B
3,2000-07-15,2020-03-01 00:00:00,dates_for_filing,15JUL00,F,19.627652292950035,F3
4,1999-01-08,2020-03-01 00:00:00,dates_for_filing,08JAN99,F,21.144421629021217,F4
1,1997-09-15,2020-03-01 00:00:00,final_action,15SEP97,F,22.458590006844627,F1
2A,2020-03-01,2020-03-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-10-15,2020-03-01 00:00:00,final_action,15OCT98,F,21.377138945927445,F2B
3,1996-04-08,2020-03-01 00:00:00,final_action,08APR96,F,23.89596167008898,F3
4,1998-02-15,2020-03-01 00:00:00,final_action,15FEB98,F,22.039698836413415,F4
1,1999-11-15,2020-02-01 00:00:00,dates_for_filing,15NOV99,F,20.213552361396303,F1
2A,2019-12-01,2020-02-01 00:00:00,dates_for_filing,01DEC19,F,0.1697467488021903,F2A
2B,1999-05-15,2020-02-01 00:00:00,dates_for_filing,15MAY99,F,20.71731690622861,F2B
3,2000-07-15,2020-02-01 00:00:00,dates_for_filing,15JUL00,F,19.548254620123203,F3
4,1999-01-01,2020-02-01 00:00:00,dates_for_filing,01JAN99,F,21.084188911704313,F4
1,1997-08-22,2020-02-01 00:00:00,final_action,22AUG97,F,22.444900752908968,F1
2A,2020-02-01,2020-02-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-09-15,2020-02-01 00:00:00,final_action,15SEP98,F,21.37987679671458,F2B
3,1996-03-22,2020-02-01 00:00:00,final_action,22MAR96,F,23.863107460643395,F3
4,1998-01-15,2020-02-01 00:00:00,final_action,15JAN98,F,22.04517453798768,F4
1,1999-11-15,2020-01-01 00:00:00,dates_for_filing,15NOV99,F,20.128678986995208,F1
2A,2019-11-01,2020-01-01 00:00:00,dates_for_filing,01NOV19,F,0.16700889801505817,F2A
2B,1999-04-22,2020-01-01 00:00:00,dates_for_filing,22APR99,F,20.695414099931554,F2B
3,2000-07-15,2020-01-01 00:00:00,dates_for_filing,15JUL00,F,19.463381245722108,F3
4,1999-01-01,2020-01-01 00:00:00,dates_for_filing,01JAN99,F,20.999315537303218,F4
1,1997-08-08,2020-01-01 00:00:00,final_action,08AUG97,F,22.39835728952772,F1
2A,2020-01-01,2020-01-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-08-22,2020-01-01 00:00:00,final_action,22AUG98,F,21.360711841204655,F2B
3,1996-03-01,2020-01-01 00:00:00,final_action,01MAR96,F,23.835728952772072,F3
4,1998-01-08,2020-01-01 00:00:00,final_action,08JAN98,F,21.97946611909651,F4
1,1999-11-15,2019-12-01 00:00:00,dates_for_filing,15NOV99,F,20.043805612594113,F1
2A,2019-10-01,2019-12-01 00:00:00,dates_for_filing,01OCT19,F,0.16700889801505817,F2A
2B,1999-04-22,2019-12-01 00:00:00,dates_for_filing,22APR99,F,20.61054072553046,F2B
3,2000-07-15,2019-12-01 00:00:00,dates_for_filing,15JUL00,F,19.378507871321013,F3
4,1999-01-01,2019-12-01 00:00:00,dates_for_filing,01JAN99,F,20.914442162902123,F4
1,1997-08-08,2019-12-01 00:00:00,final_action,08AUG97,F,22.313483915126625,F1
2A,2019-12-01,2019-12-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-08-22,2019-12-01 00:00:00,final_action,22AUG98,F,21.27583846680356,F2B
3,1996-02-22,2019-12-01 00:00:00,final_action,22FEB96,F,23.772758384668034,F3
4,1997-12-15,2019-12-01 00:00:00,final_action,15DEC97,F,21.960301163586585,F4
1,1999-11-15,2019-11-01 00:00:00,dates_for_filing,15NOV99,F,19.96167008898015,F1
2A,2019-09-01,2019-11-01 00:00:00,dates_for_filing,01SEP19,F,0.16700889801505817,F2A
2B,1999-04-22,2019-11-01 00:00:00,dates_for_filing,22APR99,F,20.528405201916495,F2B
3,2000-07-15,2019-11-01 00:00:00,dates_for_filing,15JUL00,F,19.29637234770705,F3
4,1999-01-01,2019-11-01 00:00:00,dates_for_filing,01JAN99,F,20.83230663928816,F4
1,1997-08-08,2019-11-01 00:00:00,final_action,08AUG97,F,22.23134839151266,F1
2A,2019-11-01,2019-11-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-08-22,2019-11-01 00:00:00,final_action,22AUG98,F,21.193702943189596,F2B
3,1996-02-22,2019-11-01 00:00:00,final_action,22FEB96,F,23.690622861054074,F3
4,1997-12-15,2019-11-01 00:00:00,final_action,15DEC97,F,21.87816563997262,F4
1,1999-11-15,2019-10-01 00:00:00,dates_for_filing,15NOV99,F,19.876796714579054,F1
2A,2019-08-01,2019-10-01 00:00:00,dates_for_filing,01AUG19,F,0.16700889801505817,F2A
2B,1999-04-01,2019-10-01 00:00:00,dates_for_filing,01APR99,F,20.501026694045173,F2B
3,2000-07-15,2019-10-01 00:00:00,dates_for_filing,15JUL00,F,19.211498973305954,F3
4,1999-01-01,2019-10-01 00:00:00,dates_for_filing,01JAN99,F,20.747433264887064,F4
1,1997-08-08,2019-10-01 00:00:00,final_action,08AUG97,F,22.146475017111566,F1
2A,2019-10-01,2019-10-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-08-01,2019-10-01 00:00:00,final_action,01AUG98,F,21.166324435318277,F2B
3,1996-02-22,2019-10-01 00:00:00,final_action,22FEB96,F,23.60574948665298,F3
4,1997-12-15,2019-10-01 00:00:00,final_action,15DEC97,F,21.793292265571527,F4
1,1999-11-08,2019-09-01 00:00:00,dates_for_filing,08NOV99,F,19.813826146475016,F1
2A,2019-07-01,2019-09-01 00:00:00,dates_for_filing,01JUL19,F,0.1697467488021903,F2A
2B,1999-03-01,2019-09-01 00:00:00,dates_for_filing,01MAR99,F,20.503764544832308,F2B
3,2000-07-15,2019-09-01 00:00:00,dates_for_filing,15JUL00,F,19.129363449691994,F3
4,1998-12-22,2019-09-01 00:00:00,dates_for_filing,22DEC98,F,20.692676249144423,F4
1,1996-08-01,2019-09-01 00:00:00,final_action,01AUG96,F,23.082819986310746,F1
2A,2019-09-01,2019-09-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-07-01,2019-09-01 00:00:00,final_action,01JUL98,F,21.169062286105408,F2B
3,1995-12-01,2019-09-01 00:00:00,final_action,01DEC95,F,23.750855578370977,F3
4,1997-01-01,2019-09-01 00:00:00,final_action,01JAN97,F,22.663928815879533,F4
1,1999-11-01,2019-08-01 00:00:00,dates_for_filing,01NOV99,F,19.748117727583846,F1
2A,2019-06-01,2019-08-01 00:00:00,dates_for_filing,01JUN19,F,0.16700889801505817,F2A
2B,1999-02-01,2019-08-01 00:00:00,dates_for_filing,01FEB99,F,20.49555099247091,F2B
3,2000-07-15,2019-08-01 00:00:00,dates_for_filing,15JUL00,F,19.044490075290895,F3
4,1998-12-15,2019-08-01 00:00:00,dates_for_filing,15DEC98,F,20.62696783025325,F4
1,1996-08-01,2019-08-01 00:00:00,final_action,01AUG96,F,22.99794661190965,F1
2A,2019-08-01,2019-08-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-06-01,2019-08-01 00:00:00,final_action,01JUN98,F,21.166324435318277,F2B
3,1995-12-01,2019-08-01 00:00:00,final_action,01DEC95,F,23.665982203969882,F3
4,1997-01-01,2019-08-01 00:00:00,final_action,01JAN97,F,22.579055441478438,F4
1,1999-10-22,2019-07-01 00:00:00,dates_for_filing,22OCT99,F,19.690622861054074,F1
2A,2019-03-08,2019-07-01 00:00:00,dates_for_filing,08MAR19,F,0.31485284052019163,F2A
2B,1998-12-22,2019-07-01 00:00:00,dates_for_filing,22DEC98,F,20.522929500342233,F2B
3,2000-07-08,2019-07-01 00:00:00,dates_for_filing,08JUL00,F,18.978781656399725,F3
4,1998-12-08,2019-07-01 00:00:00,dates_for_filing,08DEC98,F,20.56125941136208,F4
1,1996-08-01,2019-07-01 00:00:00,final_action,01AUG96,F,22.913073237508556,F1
2A,2019-07-01,2019-07-01 00:00:00,final_action,C,C,0.0,F2A
2B,1998-04-15,2019-07-01 00:00:00,final_action,15APR98,F,21.21013004791239,F2B
3,1995-07-01,2019-07-01 00:00:00,final_action,01JUL95,F,24.0,F3
4,1997-01-01,2019-07-01 00:00:00,final_action,01JAN97,F,22.494182067077343,F4
1,1999-10-15,2019-06-01 00:00:00,dates_for_filing,15OCT99,F,19.627652292950035,F1
2A,2019-03-08,2019-06-01 00:00:00,dates_for_filing,08MAR19,F,0.2327173169062286,F2A
2B,1998-12-15,2019-06-01 00:00:00,dates_for_filing,15DEC98,F,20.459958932238195,F2B
3,2000-07-01,2019-06-01 00:00:00,dates_for_filing,01JUL00,F,18.915811088295687,F3
4,1998-12-01,2019-06-01 00:00:00,dates_for_filing,01DEC98,F,20.49828884325804,F4
1,1997-08-08,2019-06-01 00:00:00,final_action,08AUG97,F,21.812457221081452,F1
2A,2017-07-01,2019-06-01 00:00:00,final_action,01JUL17,F,1.9164955509924708,F2A
2B,1998-03-15,2019-06-01 00:00:00,final_action,15MAR98,F,21.21286789869952,F2B
3,1996-02-22,2019-06-01 00:00:00,final_action,22FEB96,F,23.27173169062286,F3
4,1998-02-08,2019-06-01 00:00:00,final_action,08FEB98,F,21.308692676249144,F4
1,1999-10-08,2019-05-01 00:00:00,dates_for_filing,08OCT99,F,19.561943874058862,F1
2A,2018-01-08,2019-05-01 00:00:00,dates_for_filing,08JAN18,F,1.3086926762491444,F2A
2B,1998-10-01,2019-05-01 00:00:00,dates_for_filing,01OCT98,F,20.580424366872005,F2B
3,2000-06-22,2019-05-01 00:00:00,dates_for_filing,22JUN00,F,18.855578370978783,F3
4,1998-11-22,2019-05-01 00:00:00,dates_for_filing,22NOV98,F,20.438056125941138,F4
1,1997-08-08,2019-05-01 00:00:00,final_action,08AUG97,F,21.727583846680357,F1
2A,2017-05-01,2019-05-01 00:00:00,final_action,01MAY17,F,1.998631074606434,F2A
2B,1998-02-15,2019-05-01 00:00:00,final_action,15FEB98,F,21.204654346338124,F2B
3,1996-02-15,2019-05-01 00:00:00,final_action,15FEB96,F,23.20602327173169,F3
4,1998-02-08,2019-05-01 00:00:00,final_action,08FEB98,F,21.22381930184805,F4
1,1999-10-01,2019-04-01 00:00:00,dates_for_filing,01OCT99,F,19.498973305954827,F1
2A,2017-12-15,2019-04-01 00:00:00,dates_for_filing,15DEC17,F,1.2922655715263518,F2A
2B,1998-07-01,2019-04-01 00:00:00,dates_for_filing,01JUL98,F,20.750171115674195,F2B
3,2000-06-15,2019-04-01 00:00:00,dates_for_filing,15JUN00,F,18.792607802874745,F3
4,1998-11-15,2019-04-01 00:00:00,dates_for_filing,15NOV98,F,20.3750855578371,F4
1,1997-08-08,2019-04-01 00:00:00,final_action,08AUG97,F,21.645448323066393,F1
2A,2017-02-15,2019-04-01 00:00:00,final_action,15FEB17,F,2.1218343600273784,F2A
2B,1997-12-01,2019-04-01 00:00:00,final_action,01DEC97,F,21.3305954825462,F2B
3,1996-02-08,2019-04-01 00:00:00,final_action,08FEB96,F,23.143052703627653,F3
4,1998-02-08,2019-04-01 00:00:00,final_action,08FEB98,F,21.141683778234086,F4
1,1999-09-22,2019-03-01 00:00:00,dates_for_filing,22SEP99,F,19.43874058863792,F1
2A,2017-12-08,2019-03-01 00:00:00,dates_for_filing,08DEC17,F,1.2265571526351813,F2A
2B,1998-02-08,2019-03-01 00:00:00,dates_for_filing,08FEB98,F,21.05681040383299,F2B
